Merchant,Category,Amount,User
Morrisons,Groceries,120.58,117
Pret A Manger,Food & Drink,50.31,96
McDonald's,Food & Drink,241.33,160
Octopus Energy,Utilities & Bills,180.57,180
National Rail,Transport,10.67,111
Starbucks,Food & Drink,43.67,172
Thames Water,Utilities & Bills,40.99,118
Thames Water,Utilities & Bills,211.13,14
Netflix,Entertainment,14.92,124
Vue,Entertainment,13.95,172
Amazon,Shopping,178.78,111
TFL,Transport,146.38,195
Giffgaff,Mobile Services,158.69,70
Virgin Mobile,Mobile Services,38.5,80
Lidl,Groceries,135.89,53
Aldi,Groceries,165.58,166
Octopus Energy,Utilities & Bills,236.17,103
Giffgaff,Mobile Services,148.14,158
Netflix,Entertainment,91.31,141
Greggs,Food & Drink,64.27,25
KFC,Food & Drink,35.91,5
Sainsbury's,Groceries,166.01,121
Disney+,Entertainment,230.43,86
Netflix,Entertainment,174.01,172
Octopus Energy,Utilities & Bills,248.67,165
Morrisons,Groceries,145.7,94
Sky Mobile,Mobile Services,205.19,46
Thames Water,Utilities & Bills,8.13,14
Vue,Entertainment,115.75,157
Virgin Mobile,Mobile Services,229.69,77
TFL,Transport,29.12,75
Pret A Manger,Food & Drink,42.69,47
Sky Mobile,Mobile Services,57.5,113
Disney+,Entertainment,234.9,97
British Gas,Utilities & Bills,203.56,186
Octopus Energy,Utilities & Bills,176.04,143
National Rail,Transport,50.25,162
Morrisons,Groceries,212.95,116
Zara,Shopping,83.91,78
Zara,Shopping,134.17,76
Argos,Shopping,228.58,132
Bolt,Transport,153.65,123
Octopus Energy,Utilities & Bills,173.41,140
eBay,Shopping,246.67,2
Vodafone,Mobile Services,11.82,134
KFC,Food & Drink,25.53,95
Amazon,Shopping,243.8,12
ASOS,Shopping,144.86,89
Sky Mobile,Mobile Services,155.73,16
eBay,Shopping,181.76,87
Octopus Energy,Utilities & Bills,212.61,126
TFL,Transport,101.46,100
Virgin Mobile,Mobile Services,31.29,38
Burger King,Food & Drink,200.25,8
Netflix,Entertainment,81.78,188
John Lewis,Shopping,82.02,87
Vue,Entertainment,196.47,95
Spotify,Entertainment,141.44,62
Disney+,Entertainment,143.38,37
Spotify,Entertainment,11.52,86
Disney+,Entertainment,88.52,15
Sky Mobile,Mobile Services,115.38,181
Amazon,Shopping,167.07,137
Vodafone,Mobile Services,144.98,107
Giffgaff,Mobile Services,171.21,15
eBay,Shopping,24.51,20
Amazon,Shopping,174.99,77
Vodafone,Mobile Services,86.54,107
Amazon,Shopping,194.54,74
Morrisons,Groceries,7.79,124
Virgin Mobile,Mobile Services,209.75,96
McDonald's,Food & Drink,148.99,129
Vue,Entertainment,171.55,132
Vodafone,Mobile Services,77.54,76
Apple Music,Entertainment,198.74,168
Spotify,Entertainment,233.33,165
Nando's,Food & Drink,66.45,113
Zara,Shopping,159.36,17
Amazon,Shopping,146.67,59
Netflix,Entertainment,75.23,145
John Lewis,Shopping,17.81,13
British Gas,Utilities & Bills,193.77,6
eBay,Shopping,14.52,151
Pret A Manger,Food & Drink,199.73,87
National Rail,Transport,29.81,57
Greggs,Food & Drink,202.95,62
Vodafone,Mobile Services,109.26,178
Bolt,Transport,64.84,19
ASOS,Shopping,116.3,50
EDF,Utilities & Bills,177.09,140
Starbucks,Food & Drink,40.6,8
Disney+,Entertainment,67.92,172
John Lewis,Shopping,125.01,94
National Rail,Transport,247.97,8
KFC,Food & Drink,139.05,54
Thames Water,Utilities & Bills,146.01,81
Disney+,Entertainment,235.7,151
Octopus Energy,Utilities & Bills,54.29,39
Giffgaff,Mobile Services,203.89,191
National Rail,Transport,128.57,70
Burger King,Food & Drink,128.73,47
Tesco,Groceries,215.13,157
Vue,Entertainment,131.7,64
Virgin Mobile,Mobile Services,197.13,151
Sky Mobile,Mobile Services,233.69,141
Virgin Mobile,Mobile Services,120.11,114
Tesco,Groceries,113.07,133
ASOS,Shopping,214.23,188
Lidl,Groceries,97.83,124
McDonald's,Food & Drink,124.53,152
Giffgaff,Mobile Services,218.67,188
John Lewis,Shopping,204.5,150
Bolt,Transport,146.22,156
Sky Mobile,Mobile Services,35.56,151
Thames Water,Utilities & Bills,76.37,145
Netflix,Entertainment,111.04,121
Spotify,Entertainment,236.11,93
TFL,Transport,63.53,112
John Lewis,Shopping,121.54,62
TFL,Transport,162.75,55
TFL,Transport,222.84,113
Giffgaff,Mobile Services,240.42,166
Vue,Entertainment,106.87,187
KFC,Food & Drink,235.08,17
Uber,Transport,173.95,174
Bolt,Transport,195.27,97
Sainsbury's,Groceries,121.39,48
Vue,Entertainment,156.25,60
Costa,Food & Drink,151.01,114
Vue,Entertainment,107.87,190
ASOS,Shopping,105.25,66
Giffgaff,Mobile Services,50.41,162
Greggs,Food & Drink,126.54,173
TFL,Transport,165.75,47
Netflix,Entertainment,166.58,37
Starbucks,Food & Drink,31.52,19
Thames Water,Utilities & Bills,58.65,99
Disney+,Entertainment,214.22,107
ASOS,Shopping,74.98,135
EDF,Utilities & Bills,12.42,62
Tesco,Groceries,72.11,3
Disney+,Entertainment,149.63,176
Vue,Entertainment,110.18,159
eBay,Shopping,49.39,184
Starbucks,Food & Drink,181.62,115
Apple Music,Entertainment,81.15,1
Zara,Shopping,120.1,191
Bolt,Transport,203.4,126
British Gas,Utilities & Bills,207.97,62
National Rail,Transport,171.24,74
Sky Mobile,Mobile Services,113.52,142
British Gas,Utilities & Bills,104.07,110
Pret A Manger,Food & Drink,173.3,19
Aldi,Groceries,64.19,10
Amazon,Shopping,20.76,99
Waitrose,Groceries,85.71,24
Waitrose,Groceries,65.51,182
Spotify,Entertainment,27.79,99
Uber,Transport,76.39,164
British Gas,Utilities & Bills,232.2,12
Iceland,Groceries,114.85,41
Argos,Shopping,29.14,84
TFL,Transport,116.25,170
Iceland,Groceries,158.16,96
TFL,Transport,174.04,114
Vue,Entertainment,130.81,156
Disney+,Entertainment,114.75,125
EDF,Utilities & Bills,53.85,91
National Rail,Transport,180.66,111
Uber,Transport,193.85,115
Greggs,Food & Drink,92.45,27
eBay,Shopping,67.43,15
Waitrose,Groceries,86.04,120
John Lewis,Shopping,77.63,133
Disney+,Entertainment,75.85,154
Apple Music,Entertainment,203.58,132
National Rail,Transport,137.59,111
Bolt,Transport,223.85,38
Netflix,Entertainment,234.03,36
Spotify,Entertainment,205.97,42
Vodafone,Mobile Services,199.83,141
British Gas,Utilities & Bills,136.89,21
Virgin Mobile,Mobile Services,226.05,70
British Gas,Utilities & Bills,236.14,161
Uber,Transport,126.29,27
Lidl,Groceries,48.98,128
Costa,Food & Drink,184.29,17
Sky Mobile,Mobile Services,70.83,37
Thames Water,Utilities & Bills,178.54,153
Greggs,Food & Drink,152.53,184
Giffgaff,Mobile Services,237.15,173
Aldi,Groceries,56.37,86
McDonald's,Food & Drink,110.04,118
eBay,Shopping,211.68,50
Octopus Energy,Utilities & Bills,203.37,111
Vodafone,Mobile Services,227.07,91
Netflix,Entertainment,95.42,96
Uber,Transport,149.61,70
British Gas,Utilities & Bills,170.13,187
Amazon,Shopping,191.63,176
Waitrose,Groceries,189.34,129
ASOS,Shopping,102.08,51
Sainsbury's,Groceries,60.96,55
Argos,Shopping,24.17,186
Primark,Shopping,148.54,150
Starbucks,Food & Drink,51.21,167
Tesco,Groceries,107.72,152
National Rail,Transport,128.77,111
Burger King,Food & Drink,65.1,106
National Rail,Transport,160.01,42
Vodafone,Mobile Services,219.04,8
Virgin Mobile,Mobile Services,143.21,179
British Gas,Utilities & Bills,219.7,100
Giffgaff,Mobile Services,48.67,137
Sky Mobile,Mobile Services,97.1,71
TFL,Transport,228.56,67
Disney+,Entertainment,88.09,181
EDF,Utilities & Bills,181.33,185
Iceland,Groceries,75.16,126
Iceland,Groceries,117.84,88
Vodafone,Mobile Services,101.96,3
Waitrose,Groceries,142.17,81
Virgin Mobile,Mobile Services,8.09,94
EDF,Utilities & Bills,136.03,53
Virgin Mobile,Mobile Services,26.28,54
Primark,Shopping,189.71,135
Apple Music,Entertainment,162.14,2
Octopus Energy,Utilities & Bills,209.36,71
Disney+,Entertainment,147.83,49
Netflix,Entertainment,195.41,59
Spotify,Entertainment,141.88,20
McDonald's,Food & Drink,206.61,171
Amazon,Shopping,76.21,112
Apple Music,Entertainment,175.63,118
Thames Water,Utilities & Bills,116.8,6
Nando's,Food & Drink,63.19,23
Thames Water,Utilities & Bills,8.5,44
Argos,Shopping,38.01,14
Uber,Transport,114.89,168
Octopus Energy,Utilities & Bills,112.3,120
Uber,Transport,67.78,153
Giffgaff,Mobile Services,79.7,33
Virgin Mobile,Mobile Services,172.51,149
Uber,Transport,114.42,90
Uber,Transport,238.89,115
Spotify,Entertainment,74.19,23
EDF,Utilities & Bills,174.02,190
Zara,Shopping,82.37,107
Vue,Entertainment,24.07,82
Disney+,Entertainment,32.5,152
Bolt,Transport,6.91,48
Iceland,Groceries,157.82,199
National Rail,Transport,128.3,100
Vodafone,Mobile Services,15.63,69
Spotify,Entertainment,163.53,197
Zara,Shopping,56.39,107
Virgin Mobile,Mobile Services,57.61,82
Thames Water,Utilities & Bills,245.2,165
Octopus Energy,Utilities & Bills,48.96,78
Starbucks,Food & Drink,75.61,101
TFL,Transport,239.84,48
Virgin Mobile,Mobile Services,176.06,189
Aldi,Groceries,120.01,48
Starbucks,Food & Drink,58.27,116
McDonald's,Food & Drink,154.55,103
Iceland,Groceries,23.31,92
Spotify,Entertainment,244.84,2
Netflix,Entertainment,237.52,58
Thames Water,Utilities & Bills,93.97,35
Tesco,Groceries,113.01,73
British Gas,Utilities & Bills,152.62,48
Lidl,Groceries,50.75,199
Vodafone,Mobile Services,119.92,188
Giffgaff,Mobile Services,40.68,86
Costa,Food & Drink,207.59,19
Giffgaff,Mobile Services,236.83,146
Burger King,Food & Drink,233.47,5
Netflix,Entertainment,31.2,94
McDonald's,Food & Drink,197.64,58
Vodafone,Mobile Services,22.71,159
Uber,Transport,167.0,91
Bolt,Transport,157.1,100
John Lewis,Shopping,81.29,129
Morrisons,Groceries,20.07,172
Octopus Energy,Utilities & Bills,179.69,175
eBay,Shopping,17.46,186
EDF,Utilities & Bills,104.32,67
John Lewis,Shopping,37.82,18
Burger King,Food & Drink,21.78,27
Thames Water,Utilities & Bills,92.13,40
Disney+,Entertainment,114.26,6
Starbucks,Food & Drink,178.43,110
Octopus Energy,Utilities & Bills,20.78,138
Lidl,Groceries,227.82,196
Vodafone,Mobile Services,46.88,34
Giffgaff,Mobile Services,92.78,79
Greggs,Food & Drink,125.91,122
Virgin Mobile,Mobile Services,215.5,45
Spotify,Entertainment,115.12,27
Argos,Shopping,215.76,62
Octopus Energy,Utilities & Bills,45.47,24
Vodafone,Mobile Services,113.33,175
Tesco,Groceries,186.69,131
Waitrose,Groceries,150.86,81
Aldi,Groceries,99.44,19
Disney+,Entertainment,30.9,75
Disney+,Entertainment,53.73,3
EDF,Utilities & Bills,152.74,168
Pret A Manger,Food & Drink,123.48,17
Costa,Food & Drink,37.38,6
McDonald's,Food & Drink,107.01,35
ASOS,Shopping,149.51,53
Netflix,Entertainment,44.66,176
Nando's,Food & Drink,132.26,175
McDonald's,Food & Drink,52.91,195
Burger King,Food & Drink,142.26,74
TFL,Transport,92.99,170
Spotify,Entertainment,58.73,60
EDF,Utilities & Bills,146.55,198
Vue,Entertainment,100.05,26
EDF,Utilities & Bills,109.12,130
Vodafone,Mobile Services,21.84,71
Bolt,Transport,84.8,141
Primark,Shopping,81.69,20
Uber,Transport,240.78,175
Tesco,Groceries,209.71,35
British Gas,Utilities & Bills,101.37,50
EDF,Utilities & Bills,55.69,179
National Rail,Transport,33.05,1
Giffgaff,Mobile Services,53.92,116
National Rail,Transport,201.01,142
Thames Water,Utilities & Bills,5.64,10
Disney+,Entertainment,58.39,145
Thames Water,Utilities & Bills,60.48,141
McDonald's,Food & Drink,9.27,51
TFL,Transport,46.58,139
Bolt,Transport,37.5,74
KFC,Food & Drink,185.3,110
Disney+,Entertainment,87.52,57
Burger King,Food & Drink,37.06,100
TFL,Transport,188.3,192
EDF,Utilities & Bills,187.83,18
Sky Mobile,Mobile Services,9.5,131
British Gas,Utilities & Bills,7.29,68
National Rail,Transport,131.83,80
Virgin Mobile,Mobile Services,90.54,78
Sky Mobile,Mobile Services,13.83,199
Uber,Transport,163.62,130
Sainsbury's,Groceries,193.27,196
Thames Water,Utilities & Bills,65.64,62
Amazon,Shopping,53.36,181
John Lewis,Shopping,40.99,140
Giffgaff,Mobile Services,184.41,75
Morrisons,Groceries,15.95,181
TFL,Transport,49.2,113
Sainsbury's,Groceries,48.03,120
Morrisons,Groceries,118.89,40
British Gas,Utilities & Bills,13.55,123
Uber,Transport,226.97,137
Greggs,Food & Drink,234.78,92
Greggs,Food & Drink,166.42,117
Tesco,Groceries,9.9,137
Uber,Transport,148.22,32
Netflix,Entertainment,130.94,166
Uber,Transport,233.84,5
Sky Mobile,Mobile Services,232.94,78
eBay,Shopping,243.01,114
EDF,Utilities & Bills,142.17,135
McDonald's,Food & Drink,246.66,43
Primark,Shopping,167.04,72
Sainsbury's,Groceries,220.06,71
Uber,Transport,117.79,4
Greggs,Food & Drink,163.92,93
McDonald's,Food & Drink,171.24,16
Sky Mobile,Mobile Services,245.1,179
Costa,Food & Drink,136.47,16
Argos,Shopping,105.29,103
Uber,Transport,152.89,22
Spotify,Entertainment,8.66,65
Giffgaff,Mobile Services,183.78,32
Morrisons,Groceries,247.94,180
McDonald's,Food & Drink,171.75,60
ASOS,Shopping,212.75,128
Sky Mobile,Mobile Services,6.66,71
eBay,Shopping,134.25,140
Virgin Mobile,Mobile Services,216.44,166
Disney+,Entertainment,142.33,109
Virgin Mobile,Mobile Services,103.08,161
eBay,Shopping,202.47,126
Giffgaff,Mobile Services,162.72,37
Giffgaff,Mobile Services,75.59,107
Bolt,Transport,131.63,83
Thames Water,Utilities & Bills,47.1,25
Bolt,Transport,195.75,88
Burger King,Food & Drink,108.6,34
British Gas,Utilities & Bills,241.28,176
Lidl,Groceries,223.36,116
Sky Mobile,Mobile Services,140.36,48
Spotify,Entertainment,25.65,18
Aldi,Groceries,188.33,180
Disney+,Entertainment,145.45,26
Uber,Transport,15.19,164
Zara,Shopping,121.02,76
Disney+,Entertainment,229.75,195
Starbucks,Food & Drink,5.06,144
Thames Water,Utilities & Bills,95.67,23
eBay,Shopping,189.79,158
Argos,Shopping,234.92,22
Uber,Transport,94.95,15
KFC,Food & Drink,73.07,113
ASOS,Shopping,161.05,91
Aldi,Groceries,163.56,1
Zara,Shopping,81.28,161
Zara,Shopping,60.72,151
TFL,Transport,99.6,30
ASOS,Shopping,25.27,45
EDF,Utilities & Bills,53.73,32
Uber,Transport,75.89,79
Spotify,Entertainment,71.1,28
Costa,Food & Drink,144.44,94
Pret A Manger,Food & Drink,99.85,84
Greggs,Food & Drink,113.5,75
Costa,Food & Drink,190.39,165
Primark,Shopping,244.53,82
John Lewis,Shopping,123.65,66
Thames Water,Utilities & Bills,143.54,114
Virgin Mobile,Mobile Services,188.66,69
Pret A Manger,Food & Drink,144.12,59
Nando's,Food & Drink,19.81,165
Vodafone,Mobile Services,120.17,162
Vue,Entertainment,91.71,84
Vodafone,Mobile Services,112.53,145
Iceland,Groceries,141.77,160
Virgin Mobile,Mobile Services,170.47,192
British Gas,Utilities & Bills,115.34,94
Argos,Shopping,123.84,198
Uber,Transport,215.13,152
Argos,Shopping,111.69,189
Sky Mobile,Mobile Services,186.95,114
Vue,Entertainment,121.77,159
EDF,Utilities & Bills,235.14,83
National Rail,Transport,191.07,75
Thames Water,Utilities & Bills,151.49,46
Sainsbury's,Groceries,128.29,139
Thames Water,Utilities & Bills,63.83,21
Octopus Energy,Utilities & Bills,153.01,136
Vodafone,Mobile Services,149.94,119
Pret A Manger,Food & Drink,42.28,105
Spotify,Entertainment,165.21,150
ASOS,Shopping,246.29,64
McDonald's,Food & Drink,234.36,26
TFL,Transport,223.94,97
Bolt,Transport,217.36,38
Netflix,Entertainment,39.49,67
Octopus Energy,Utilities & Bills,157.67,43
Iceland,Groceries,61.87,163
Vodafone,Mobile Services,162.47,121
Spotify,Entertainment,176.39,55
Spotify,Entertainment,133.61,34
McDonald's,Food & Drink,50.99,54
Pret A Manger,Food & Drink,82.6,89
Greggs,Food & Drink,34.76,50
Morrisons,Groceries,115.93,16
Thames Water,Utilities & Bills,189.28,66
Morrisons,Groceries,205.51,173
Disney+,Entertainment,160.72,14
Bolt,Transport,36.61,162
Morrisons,Groceries,18.93,2
KFC,Food & Drink,141.45,24
Sky Mobile,Mobile Services,12.86,134
EDF,Utilities & Bills,107.1,115
EDF,Utilities & Bills,164.31,39
National Rail,Transport,96.14,27
Thames Water,Utilities & Bills,98.79,74
Giffgaff,Mobile Services,79.14,81
Greggs,Food & Drink,153.68,72
Netflix,Entertainment,56.76,148
British Gas,Utilities & Bills,68.99,105
Waitrose,Groceries,160.16,46
ASOS,Shopping,13.76,87
Sky Mobile,Mobile Services,158.13,66
Giffgaff,Mobile Services,30.12,198
Lidl,Groceries,189.8,27
Starbucks,Food & Drink,172.34,56
Morrisons,Groceries,216.0,126
Burger King,Food & Drink,8.81,28
Virgin Mobile,Mobile Services,61.92,169
Vodafone,Mobile Services,35.21,4
eBay,Shopping,207.71,46
Vodafone,Mobile Services,80.32,77
Thames Water,Utilities & Bills,231.53,172
Apple Music,Entertainment,22.43,160
Bolt,Transport,132.22,25
National Rail,Transport,122.66,39
Giffgaff,Mobile Services,73.65,52
Uber,Transport,68.13,118
Tesco,Groceries,37.12,99
Uber,Transport,155.95,140
Iceland,Groceries,229.29,127
Primark,Shopping,104.13,66
EDF,Utilities & Bills,132.13,198
British Gas,Utilities & Bills,215.79,15
Nando's,Food & Drink,109.72,104
Thames Water,Utilities & Bills,114.34,39
Greggs,Food & Drink,66.36,118
Vodafone,Mobile Services,41.14,47
National Rail,Transport,46.79,105
Disney+,Entertainment,10.3,65
Bolt,Transport,222.72,48
Vue,Entertainment,187.19,85
Waitrose,Groceries,64.99,50
Waitrose,Groceries,47.16,116
Sainsbury's,Groceries,109.71,169
Morrisons,Groceries,183.45,180
Giffgaff,Mobile Services,86.15,72
Virgin Mobile,Mobile Services,223.25,62
Giffgaff,Mobile Services,157.52,84
ASOS,Shopping,27.35,23
Pret A Manger,Food & Drink,63.38,173
EDF,Utilities & Bills,138.67,113
Sainsbury's,Groceries,52.47,108
National Rail,Transport,98.78,72
Morrisons,Groceries,121.07,134
Uber,Transport,25.54,146
Amazon,Shopping,72.27,172
McDonald's,Food & Drink,128.98,107
TFL,Transport,70.34,159
Primark,Shopping,188.77,155
Netflix,Entertainment,9.88,85
ASOS,Shopping,199.29,98
Uber,Transport,7.88,56
Octopus Energy,Utilities & Bills,50.14,81
Uber,Transport,171.63,45
John Lewis,Shopping,206.66,99
TFL,Transport,230.72,140
Octopus Energy,Utilities & Bills,99.13,42
Lidl,Groceries,181.16,105
Aldi,Groceries,122.66,116
Argos,Shopping,152.91,92
Costa,Food & Drink,96.81,81
Greggs,Food & Drink,168.47,161
ASOS,Shopping,45.19,158
Octopus Energy,Utilities & Bills,19.54,159
British Gas,Utilities & Bills,82.57,12
Octopus Energy,Utilities & Bills,206.12,36
Primark,Shopping,42.82,102
Sky Mobile,Mobile Services,228.25,24
Sky Mobile,Mobile Services,95.16,66
Netflix,Entertainment,227.47,172
Sky Mobile,Mobile Services,163.1,140
Starbucks,Food & Drink,228.61,48
ASOS,Shopping,178.77,107
KFC,Food & Drink,59.76,33
Giffgaff,Mobile Services,140.45,49
Octopus Energy,Utilities & Bills,108.51,102
Greggs,Food & Drink,64.37,90
Amazon,Shopping,125.38,149
Burger King,Food & Drink,155.29,141
Octopus Energy,Utilities & Bills,14.29,108
Giffgaff,Mobile Services,66.26,134
National Rail,Transport,75.27,30
Octopus Energy,Utilities & Bills,143.58,94
Argos,Shopping,208.23,98
Octopus Energy,Utilities & Bills,6.97,31
KFC,Food & Drink,146.69,55
TFL,Transport,192.46,153
Uber,Transport,22.73,102
Octopus Energy,Utilities & Bills,193.5,166
TFL,Transport,220.63,120
Morrisons,Groceries,195.47,161
eBay,Shopping,98.16,185
Bolt,Transport,87.88,144
Uber,Transport,94.43,97
EDF,Utilities & Bills,49.82,108
Waitrose,Groceries,125.91,14
McDonald's,Food & Drink,64.54,115
Bolt,Transport,198.2,10
EDF,Utilities & Bills,89.88,15
Iceland,Groceries,39.97,188
National Rail,Transport,65.27,117
McDonald's,Food & Drink,138.61,74
Tesco,Groceries,102.99,152
eBay,Shopping,73.28,187
Argos,Shopping,101.87,23
Bolt,Transport,15.28,40
Giffgaff,Mobile Services,199.46,20
Apple Music,Entertainment,22.74,68
National Rail,Transport,140.69,28
Nando's,Food & Drink,107.47,91
British Gas,Utilities & Bills,72.31,163
Bolt,Transport,85.21,38
Spotify,Entertainment,187.95,103
Greggs,Food & Drink,210.24,123
Netflix,Entertainment,169.24,157
Burger King,Food & Drink,93.98,152
Morrisons,Groceries,111.08,36
Giffgaff,Mobile Services,174.97,59
Octopus Energy,Utilities & Bills,42.73,94
Morrisons,Groceries,101.59,120
EDF,Utilities & Bills,16.83,86
Greggs,Food & Drink,238.36,109
Giffgaff,Mobile Services,85.18,74
Burger King,Food & Drink,66.69,157
EDF,Utilities & Bills,46.21,191
Apple Music,Entertainment,133.69,73
Vodafone,Mobile Services,44.62,183
Vodafone,Mobile Services,93.33,71
Sainsbury's,Groceries,111.83,175
Thames Water,Utilities & Bills,172.25,51
British Gas,Utilities & Bills,228.03,118
TFL,Transport,124.38,147
John Lewis,Shopping,66.82,171
Netflix,Entertainment,212.94,186
Greggs,Food & Drink,158.77,154
Costa,Food & Drink,11.27,113
National Rail,Transport,38.74,79
KFC,Food & Drink,188.06,150
Sky Mobile,Mobile Services,198.48,68
Iceland,Groceries,186.09,151
Vodafone,Mobile Services,192.81,55
Netflix,Entertainment,141.23,63
Netflix,Entertainment,196.16,65
Netflix,Entertainment,138.33,156
Disney+,Entertainment,235.61,143
British Gas,Utilities & Bills,219.02,85
Octopus Energy,Utilities & Bills,216.87,190
TFL,Transport,223.57,38
Spotify,Entertainment,190.9,143
Greggs,Food & Drink,79.08,188
Netflix,Entertainment,5.78,146
Zara,Shopping,122.36,166
TFL,Transport,21.27,113
Uber,Transport,226.82,3
Sky Mobile,Mobile Services,157.67,137
British Gas,Utilities & Bills,44.02,110
TFL,Transport,146.05,167
National Rail,Transport,97.66,174
Starbucks,Food & Drink,80.89,96
Greggs,Food & Drink,7.16,95
Nando's,Food & Drink,61.6,173
Amazon,Shopping,133.58,191
Giffgaff,Mobile Services,232.49,16
Costa,Food & Drink,212.13,38
KFC,Food & Drink,60.09,56
British Gas,Utilities & Bills,244.24,46
National Rail,Transport,75.35,31
Primark,Shopping,247.75,130
Primark,Shopping,134.79,170
Uber,Transport,83.65,99
TFL,Transport,39.18,6
TFL,Transport,150.45,186
Amazon,Shopping,215.63,187
Thames Water,Utilities & Bills,50.05,100
Costa,Food & Drink,121.11,173
Costa,Food & Drink,237.47,193
Disney+,Entertainment,103.92,98
Lidl,Groceries,240.9,54
Virgin Mobile,Mobile Services,217.85,157
Sky Mobile,Mobile Services,67.82,137
Apple Music,Entertainment,100.44,52
Primark,Shopping,219.2,64
Starbucks,Food & Drink,126.91,78
Virgin Mobile,Mobile Services,155.62,15
Virgin Mobile,Mobile Services,79.33,86
Octopus Energy,Utilities & Bills,56.04,56
British Gas,Utilities & Bills,186.9,101
Disney+,Entertainment,94.19,92
Amazon,Shopping,233.37,31
Primark,Shopping,70.06,65
McDonald's,Food & Drink,123.84,185
Greggs,Food & Drink,76.24,22
Primark,Shopping,212.68,178
Lidl,Groceries,101.15,167
Sainsbury's,Groceries,211.88,7
Uber,Transport,152.0,188
TFL,Transport,137.01,26
Disney+,Entertainment,208.97,122
Starbucks,Food & Drink,221.1,2
Vue,Entertainment,39.1,176
KFC,Food & Drink,22.09,86
Sky Mobile,Mobile Services,227.68,27
Netflix,Entertainment,49.47,43
Vodafone,Mobile Services,219.38,84
TFL,Transport,237.92,198
Amazon,Shopping,238.81,103
EDF,Utilities & Bills,112.66,86
Burger King,Food & Drink,60.39,173
KFC,Food & Drink,64.61,60
Costa,Food & Drink,239.0,14
Giffgaff,Mobile Services,203.32,12
TFL,Transport,183.21,4
Greggs,Food & Drink,113.55,1
Zara,Shopping,20.93,62
Vue,Entertainment,158.48,162
Tesco,Groceries,28.01,175
Sky Mobile,Mobile Services,188.69,114
Starbucks,Food & Drink,243.27,78
Octopus Energy,Utilities & Bills,237.79,132
Sky Mobile,Mobile Services,64.37,78
Starbucks,Food & Drink,28.24,20
Costa,Food & Drink,174.97,34
Spotify,Entertainment,184.18,193
Giffgaff,Mobile Services,160.33,137
Disney+,Entertainment,190.36,43
Starbucks,Food & Drink,214.86,13
Aldi,Groceries,60.06,165
Vue,Entertainment,195.4,106
Vue,Entertainment,9.52,188
Vodafone,Mobile Services,115.51,42
Costa,Food & Drink,182.53,193
eBay,Shopping,12.5,125
British Gas,Utilities & Bills,88.08,17
Thames Water,Utilities & Bills,233.96,105
Netflix,Entertainment,199.85,199
Amazon,Shopping,33.81,70
Costa,Food & Drink,151.35,118
Apple Music,Entertainment,5.54,99
Thames Water,Utilities & Bills,6.42,143
Spotify,Entertainment,199.57,170
British Gas,Utilities & Bills,81.47,157
Tesco,Groceries,178.16,153
Octopus Energy,Utilities & Bills,159.99,73
TFL,Transport,180.45,150
Netflix,Entertainment,88.04,69
Tesco,Groceries,47.48,65
Burger King,Food & Drink,66.85,60
EDF,Utilities & Bills,28.75,181
Thames Water,Utilities & Bills,21.37,138
Sky Mobile,Mobile Services,166.18,31
TFL,Transport,96.24,166
Sainsbury's,Groceries,195.26,139
Starbucks,Food & Drink,33.9,22
Vue,Entertainment,160.69,117
Bolt,Transport,126.04,18
Aldi,Groceries,31.16,137
Burger King,Food & Drink,129.26,169
Lidl,Groceries,213.7,117
Iceland,Groceries,53.91,143
Lidl,Groceries,67.58,174
EDF,Utilities & Bills,145.86,142
EDF,Utilities & Bills,194.13,72
KFC,Food & Drink,120.49,122
John Lewis,Shopping,139.76,148
Sky Mobile,Mobile Services,222.83,130
Virgin Mobile,Mobile Services,179.43,189
eBay,Shopping,158.34,5
Vue,Entertainment,30.64,118
TFL,Transport,141.41,22
KFC,Food & Drink,88.18,184
Argos,Shopping,26.02,146
Disney+,Entertainment,21.13,135
Bolt,Transport,228.0,85
Waitrose,Groceries,209.22,198
Thames Water,Utilities & Bills,24.95,18
Vue,Entertainment,99.89,148
Aldi,Groceries,190.2,120
Uber,Transport,205.71,190
McDonald's,Food & Drink,47.92,98
British Gas,Utilities & Bills,93.39,176
Uber,Transport,79.17,74
Pret A Manger,Food & Drink,239.18,147
Giffgaff,Mobile Services,136.86,180
National Rail,Transport,154.15,5
Primark,Shopping,163.66,117
Apple Music,Entertainment,61.35,75
Spotify,Entertainment,54.6,115
National Rail,Transport,31.07,199
Bolt,Transport,162.54,15
Burger King,Food & Drink,171.24,31
National Rail,Transport,188.79,177
Pret A Manger,Food & Drink,231.19,97
British Gas,Utilities & Bills,218.87,189
TFL,Transport,77.7,168
Lidl,Groceries,52.05,85
Thames Water,Utilities & Bills,215.29,36
Disney+,Entertainment,64.49,9
Morrisons,Groceries,83.4,177
Pret A Manger,Food & Drink,207.31,163
Nando's,Food & Drink,245.51,31
Bolt,Transport,194.03,153
National Rail,Transport,12.99,92
John Lewis,Shopping,44.85,42
Octopus Energy,Utilities & Bills,213.97,18
Vue,Entertainment,187.32,194
Sky Mobile,Mobile Services,223.41,32
Costa,Food & Drink,146.34,183
Bolt,Transport,39.42,81
British Gas,Utilities & Bills,65.42,164
KFC,Food & Drink,223.98,123
National Rail,Transport,117.19,186
Bolt,Transport,190.9,21
